"ID"	"TvFl"	"Fag"	"Ob"	"Klar"	"Trpt"	"Trmb"	"Tuba"	"Horn"	"Vln"	"Vla"	"Vlc"	"Kb"	"Slgv"	"EgErf0"	"EgErfNyb"	"EgErfMel"	"EgErfHö"	"Utb0"	"Utb1o2"	"Utb3o4"	"Utb5o6"	"Utb7o8"	"Utb9"	"KsPriv"	"KsKom"	"KsStfb"	"Avg"	"StStad"	"MelStad"	"LitStad"	"Fr1Allt"	"Fr1Ofta"	"Fr1Sällan"	"Fr1Aldr"	"Fr2o3Allt"	"Fr2o3Ofta"	"Fr2o3Sällan"	"Fr2o3Aldr"	"Fr4o5Allt"	"Fr4o5Ofta"	"Fr4o5Sällan"	"Fr4o5Aldr"	"Fr6o12Allt"	"Fr6o12Ofta"	"Fr6o12Sällan"	"Fr6o12Aldr"	"Fr13Allt"	"Fr13Ofta"	"Fr13Sällan"	"Fr13Aldr"	"UppGrlML"	"UppGrL"	"UppGrLoS"	"UppGrS"	"UppGrMS"	"UppIndML"	"UppIndL"	"UppIndLoS"	"UppIndS"	"UppIndMS"	"UppGrMF"	"UppGrF"	"UppGrFoOF"	"UppGrOF"	"UppGrMOF"	"UppIndMF"	"UppIndF"	"UppIndFoOF"	"UppInfOF"	"UppIndMOF"	"UppGrTrML"	"UppGrTrL"	"UppGrTrLoS"	"UppGrTrS"	"UppGrTrMS"	"UppIndTrML"	"UppIndTrL"	"UppIndTrLoS"	"UppIndTrS"	"UppIndTrMS"	"UppGrUtvML"	"UppGrUtvL"	"UppGrUtvLoS"	"UppGrUtvS"	"UppGrUtvMS"	"UppIndUtvML"	"UppIndUtvL"	"UppIndUtvLoS"	"UppIndUtvS"	"UppIndUtvMS"	"UtbFöMB"	"UtbFöB"	"UtbFöBoD"	"UtbFöD"	"UtbFöMD"	"FbBeh"	"År20o29"	"År30o39"	"År40o49"	"År50o59"	"År60"	"ÅrVeUppge"
92	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Ja"	"Nej"	0	"Nej"	"Nej"	"Ja"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"
94	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Ja"	"Nej"	1400	"Nej"	"Ja"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"
95	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Ja"	"Ja"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Ja"	"Nej"	950	"Nej"	"Nej"	"Ja"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"
98	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Ja"	"Nej"	600	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"
99	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Ja"	"Nej"	300	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"
100	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	650	"Nej"	"Nej"	"Ja"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"
101	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Ja"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	0	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"
103	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Ja"	"Nej"	850	"Nej"	"Nej"	"Ja"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"
105	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	700	"Nej"	"Ja"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"
107	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	0	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Ja"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"
111	"Ja"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	500	"Nej"	"Nej"	"Ja"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"
113	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	725	"Nej"	"Nej"	"Ja"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	NA	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"
118	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Ja"	"Nej"	700	"Nej"	"Nej"	"Ja"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"
120	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Ja"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Ja"	"Nej"	400	"Nej"	"Nej"	"Ja"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Ja"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"
122	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Ja"	"Nej"	625	"Nej"	"Nej"	"Ja"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"
126	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Ja"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	750	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"
128	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	1400	"Nej"	"Nej"	"Ja"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Ja"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"
131	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	900	"Nej"	"Nej"	"Ja"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Ja"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"
134	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Ja"	"Nej"	"Nej"	123	"Ja"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"	"Nej"	"Nej"	"Ja"	"Nej"	"Nej"	"Nej"
